iter	RMSE
507	47.55740367
508	47.55322894
509	47.54990372
510	47.54747899
511	47.54411407
512	47.54110935
513	47.53880453
514	47.53619949
515	47.5343171
516	47.53280576
517	47.53037716
518	47.52675319
519	47.5221557
520	47.52038942
521	47.51734857
522	47.51514776
523	47.51244012
524	47.51165085
525	47.50895338
526	47.50700932
527	47.50387833
528	47.50059932
529	47.49598516
530	47.49231487
531	47.48942318
532	47.48750836
533	47.48550037
534	47.48247877
535	47.48101486
536	47.47753391
537	47.47632253
538	47.47388277
539	47.47203745
540	47.46746292
541	47.464981
542	47.46076764
543	47.45774851
544	47.45500928
545	47.45315566
546	47.45091151
547	47.44943176
548	47.44758013
549	47.44632868
550	47.44276766
551	47.44029711
552	47.43845673
553	47.43539684
554	47.43352055
555	47.43075358
556	47.42848862
557	47.42620388
558	47.42325404
559	47.42093304
560	47.41802885
561	47.4163622
562	47.4102893
563	47.40681259
564	47.40525825
565	47.40326473
566	47.40192307
567	47.39882689
568	47.39669589
569	47.3944256
570	47.39229128
571	47.39046903
572	47.38843466
573	47.38689325
574	47.38469108
575	47.3823005
576	47.37952878
577	47.3774128
578	47.37452639
579	47.37277545
580	47.36917463
581	47.36285354
582	47.36000222
583	47.35711809
584	47.35423509
585	47.35170869
586	47.34863789
587	47.34693177
588	47.34462325
589	47.34302312
590	47.34040204
591	47.33814877
592	47.33515516
593	47.33363146
594	47.33250299
595	47.33045021
596	47.32767179
597	47.32580147
598	47.32453694
599	47.32108828
600	47.3157843
601	47.31247819
602	47.31080052
603	47.30793228
604	47.30587972
605	47.30367893
606	47.30093174
607	47.29895815
608	47.29763838
609	47.29562103
610	47.29406469
611	47.29205271
612	47.28931189
613	47.28739497
614	47.28485584
615	47.2824577
616	47.28083191
617	47.27899556
618	47.27730714
619	47.27538619
620	47.27371424
621	47.27225541
622	47.26938577
623	47.26669831
624	47.26411241
625	47.2608442
626	47.25864432
627	47.2561077
628	47.25421799
629	47.25238693
630	47.25110909
631	47.24937441
632	47.24798326
633	47.24703525
634	47.24553383
635	47.24393014
636	47.24138529
637	47.23874592
638	47.23621636
639	47.23451608
640	47.23327652
641	47.23130296
642	47.22979053
643	47.22787231
644	47.22649724
645	47.22425919
646	47.22264905
647	47.22134546
648	47.21840866
649	47.21706153
650	47.21523281
651	47.21410647
652	47.21358426
653	47.21078054
654	47.2093855
655	47.20814081
656	47.20586644
657	47.20465125
658	47.20250482
659	47.19993527
660	47.19836813
661	47.19654655
662	47.19450354
663	47.19274588
664	47.19064775
665	47.1898826
666	47.18862585
667	47.1865117
668	47.18402962
669	47.18149227
670	47.18011073
671	47.17770015
672	47.175428
673	47.17439853
674	47.17195899
675	47.17064306
676	47.16917951
677	47.16822482
678	47.16663075
679	47.16461458
680	47.16247828
681	47.16182977
682	47.1601901
683	47.15831085
684	47.15722085
685	47.15620682
686	47.15349175
687	47.15128934
688	47.15046508
689	47.14855486
690	47.14604982
691	47.14515856
692	47.14379558
693	47.14242194
694	47.14130079
695	47.13665917
696	47.13495372
697	47.13296849
698	47.13114902
699	47.1289663
700	47.12770425
701	47.12578521
702	47.12357106
703	47.12282943
704	47.12101757
705	47.11910017
706	47.11656972
707	47.11511946
708	47.11265007
709	47.11032268
710	47.10920502
711	47.10727214
712	47.10623922
713	47.10369991
714	47.10167524
715	47.09981852
716	47.09878073
717	47.0972111
718	47.09537773
719	47.09405804
720	47.09283086
721	47.09087747
722	47.08830005
723	47.08615146
724	47.08428492
725	47.08242304
726	47.08200194
727	47.08080068
728	47.07938235
729	47.07735045
730	47.07300322
731	47.0721736
732	47.06901763
733	47.06736409
734	47.0649911
735	47.06373419
736	47.06199208
737	47.0607503
738	47.05893468
739	47.05718662
740	47.05464028
741	47.05323422
742	47.05216421
743	47.05086967
744	47.04968029
745	47.04808885
746	47.04615731
747	47.04393554
748	47.04264696
749	47.04031673
750	47.03870109
751	47.03769616
752	47.03570322
753	47.03424652
754	47.03316433
755	47.03172678
756	47.03001162
757	47.02800778
758	47.02667914
759	47.02549449
760	47.02354275
761	47.02296701
762	47.02130577
763	47.02026811
764	47.01853456
765	47.0172305
766	47.01533793
767	47.01441142
768	47.01360559
769	47.01224101
770	47.01056637
771	47.00928069
772	47.00755206
773	47.00571933
774	47.00437256
775	47.00294719
776	47.00138386
777	46.99930343
778	46.9968362
779	46.99581335
780	46.99455351
781	46.99332672
782	46.99152393
783	46.98969082
784	46.9886599
785	46.98693054
786	46.98582803
787	46.98440332
788	46.98319624
789	46.98211941
790	46.9808368
791	46.98011153
792	46.97886565
793	46.97755454
794	46.97626195
795	46.97485956
796	46.97115894
797	46.96980494
798	46.96857207
799	46.96788164
800	46.96643269
801	46.96558073
802	46.96375144
803	46.96223557
804	46.96098744
805	46.95900174
806	46.95732118
807	46.95665645
808	46.95601087
809	46.95484316
810	46.95414976
811	46.95191855
812	46.95082372
813	46.94987475
814	46.94882487
815	46.94791145
816	46.94635477
817	46.94537524
818	46.94402308
819	46.94282733
820	46.94229038
821	46.94110043
822	46.94020746
823	46.93948029
824	46.93825495
825	46.93713395
826	46.93579339
827	46.93473119
828	46.9337525
829	46.93254628
830	46.93141551
831	46.929915
832	46.92914131
833	46.92778574
834	46.92652541
835	46.92540095
836	46.92202721
837	46.92035238
838	46.91942867
839	46.91863751
840	46.91778067
841	46.91606657
842	46.91414056
843	46.9120892
844	46.91108208
845	46.90961279
846	46.90747705
847	46.9068475
848	46.90582168
849	46.90433968
850	46.90391098
851	46.90241915
852	46.90114666
853	46.89989703
854	46.89736323
855	46.89587589
856	46.89431579
857	46.89253649
858	46.89183033
859	46.89113115
860	46.89036868
861	46.8884571
862	46.88728743
863	46.88650189
864	46.88572303
865	46.88393864
866	46.8830492
867	46.88176644
868	46.88105436
869	46.88039959
870	46.87827163
871	46.87642591
872	46.87579381
873	46.87421536
874	46.87284727
875	46.87120648
876	46.87005976
877	46.86955665
878	46.86878243
879	46.8673725
880	46.8643979
881	46.86354978
882	46.86271154
883	46.86184443
884	46.86088137
885	46.85958669
886	46.85810241
887	46.85726198
888	46.85582541
889	46.85526194
890	46.85457511
891	46.85398093
892	46.8529864
893	46.85207893
894	46.85106532
895	46.85022297
896	46.84947236
897	46.84904141
898	46.84767322
899	46.84658964
900	46.84515338
901	46.84397471
902	46.84196982
903	46.84024822
904	46.83928647
905	46.83847635
906	46.83741547
907	46.83684721
908	46.83557972
909	46.83501836
910	46.83309845
911	46.83257425
912	46.83194417
913	46.83083917
914	46.82927129
915	46.82876025
916	46.82739893
917	46.82662801
918	46.8251521
919	46.82405553
920	46.8224854
921	46.82096889
922	46.81922629
923	46.81842863
924	46.81714039
925	46.81595742
926	46.81430936
927	46.81331175
928	46.81183501
929	46.81103606
930	46.80995105
931	46.80838298
932	46.80660847
933	46.80547625
934	46.80480655
935	46.80346762
936	46.80158009
937	46.8007413
938	46.79957935
939	46.79850937
940	46.79578305
941	46.79485403
942	46.79297198
943	46.7923121
944	46.79087579
945	46.78988136
946	46.78896642
947	46.78784234
948	46.78707633
949	46.78668753
950	46.78481402
951	46.78405967
952	46.78307587
953	46.78181539
954	46.78089295
955	46.78041041
956	46.77948521
957	46.77894848
958	46.77757547
959	46.77683225
960	46.77600403
961	46.77507072
962	46.7735381
963	46.77311423
964	46.77222792
965	46.77166041
966	46.77087897
967	46.76981066
968	46.7684288
969	46.76698767
970	46.76578692
971	46.76442156
972	46.76397541
973	46.76309551
974	46.76162181
975	46.76051992
976	46.75979158
977	46.75931404
978	46.75893778
979	46.75834677
980	46.75663719
981	46.75634298
982	46.75573056
983	46.75495842
984	46.75361331
985	46.75232256
986	46.75157622
987	46.7508837
988	46.74982776
989	46.74871192
990	46.74825196
991	46.74764805
992	46.74609303
993	46.74435803
994	46.7437861
995	46.74197373
996	46.74075202
997	46.73918316
998	46.73861416
999	46.73767184
1000	46.73677387
1001	46.73508063
1002	46.73413638
1003	46.73328619
1004	46.73249264
1005	46.73169657
1006	46.73059874
1007	46.72871693
1008	46.72834883
1009	46.72687666
1010	46.7261751
1011	46.72499762
1012	46.72430035
1013	46.72341967
1014	46.72199453
1015	46.72125226
1016	46.7201624
1017	46.71930063
1018	46.71885589
1019	46.71701913
1020	46.71663178
1021	46.7132867
1022	46.71266971
1023	46.71175138
1024	46.70951026
1025	46.70813216
1026	46.70754313
1027	46.70659339
1028	46.70626448
1029	46.70583243
1030	46.70525814
1031	46.70477148
1032	46.70381286
1033	46.70323687
1034	46.70203971
1035	46.70138045
1036	46.7001812
1037	46.69919507
1038	46.6982547
1039	46.69704617
1040	46.6965387
1041	46.69512427
1042	46.69343813
1043	46.69251573
1044	46.69182508
1045	46.69104688
1046	46.6889001
1047	46.68802941
1048	46.68722121
1049	46.68637116
1050	46.6858985
1051	46.68506522
1052	46.68423867
1053	46.6831618
1054	46.68234139
1055	46.68088272
1056	46.68027421
1057	46.67982345
1058	46.67881224
1059	46.67811242
1060	46.67655791
1061	46.67587648
1062	46.67461154
1063	46.6734971
1064	46.67225966
1065	46.67163865
1066	46.67094044
1067	46.66944501
1068	46.66865172
1069	46.66747831
1070	46.66682171
1071	46.66552414
1072	46.66492298
1073	46.66426293
1074	46.66347023
1075	46.66244026
1076	46.66034168
1077	46.65973622
1078	46.65805613
1079	46.6578328
1080	46.65713193
1081	46.65645175
1082	46.65526924
1083	46.65464433
1084	46.65369352
1085	46.65214816
1086	46.65163771
1087	46.65089997
1088	46.65021481
1089	46.64957637
1090	46.64884597
1091	46.64748854
1092	46.64618458
1093	46.64601645
1094	46.6450584
1095	46.64449414
1096	46.64375098
1097	46.64310747
1098	46.64176609
1099	46.64102453
1100	46.64061542
1101	46.63993507
1102	46.63919827
1103	46.63861085
1104	46.63749544
1105	46.63699388
1106	46.63630871
1107	46.63437854
1108	46.63407022
1109	46.63338919
1110	46.63254344
1111	46.63203564
1112	46.63121134
1113	46.63058673
1114	46.62982087
1115	46.62908459
1116	46.62876834
1117	46.62794811
1118	46.6271953
1119	46.62638353
1120	46.62548132
1121	46.62426388
1122	46.62393813
1123	46.62351413
1124	46.62301233
1125	46.62246644
1126	46.62123026
1127	46.62051107
1128	46.62027566
1129	46.61996486
1130	46.61843143
1131	46.61783328
1132	46.61737587
1133	46.61657977
1134	46.61577163
1135	46.61554455
1136	46.61486413
1137	46.61454458
1138	46.61356088
1139	46.61279054
1140	46.61195897
1141	46.61122651
1142	46.61073038
1143	46.61047892
1144	46.60911462
1145	46.6079948
1146	46.6070502
1147	46.60661254
1148	46.60579359
1149	46.60312218
1150	46.6021231
1151	46.60097479
1152	46.60038365
1153	46.5997579
1154	46.59941535
1155	46.59839026
1156	46.59776231
1157	46.59581407
1158	46.59528995
1159	46.5945265
1160	46.59311966
1161	46.59241455
1162	46.59160988
1163	46.59118867
1164	46.59045057
1165	46.58981539
1166	46.58901824
1167	46.5885418
1168	46.58751033
1169	46.58688919
1170	46.58617839
1171	46.58542198
1172	46.5849127
1173	46.58403021
1174	46.58328812
1175	46.58271919
1176	46.58158346
1177	46.5800324
1178	46.57956881
1179	46.57871654
1180	46.57776807
1181	46.57725201
1182	46.57686167
1183	46.57656129
1184	46.57571242
1185	46.57533315
1186	46.57467532
1187	46.5745153
1188	46.57334817
1189	46.57269863
1190	46.57062828
1191	46.57019955
1192	46.56979778
1193	46.56938366
1194	46.56910176
1195	46.56854124
1196	46.5677823
1197	46.56716412
1198	46.56691296
1199	46.56670888
1200	46.56597279
1201	46.56532461
1202	46.56407127
1203	46.56363164
1204	46.56242274
1205	46.56212681
1206	46.56158138
1207	46.56129454
1208	46.56068273
1209	46.55952387
1210	46.558931
1211	46.55762074
1212	46.55711228
1213	46.55635889
1214	46.55588009
1215	46.55458545
1216	46.55421036
1217	46.55386962
1218	46.55340069
1219	46.55263083
1220	46.55202511
1221	46.5512346
1222	46.55023733
1223	46.54910132
1224	46.54888562
1225	46.5481463
1226	46.5477665
1227	46.54732867
1228	46.54695198
1229	46.54647233
1230	46.54520284
1231	46.54440017
1232	46.54347127
1233	46.54321519
1234	46.54299514
1235	46.54221085
1236	46.54146465
1237	46.54051025
1238	46.53990277
1239	46.53938813
1240	46.5389401
1241	46.53726728
1242	46.53676375
1243	46.53575924
1244	46.53535745
1245	46.53468448
1246	46.53386751
1247	46.53340938
1248	46.53281254
1249	46.53235541
1250	46.53121123
1251	46.53055068
1252	46.52990367
1253	46.52923499
1254	46.52852373
1255	46.5279298
1256	46.52753202
1257	46.52697716
1258	46.5261121
1259	46.52509983
1260	46.5247443
1261	46.5242517
1262	46.52402383
1263	46.52237784
1264	46.52163008
1265	46.52087499
1266	46.5203055
1267	46.5193777
1268	46.51796497
1269	46.51768118
1270	46.51718543
1271	46.51653305
1272	46.51586991
1273	46.51503543
1274	46.51339657
1275	46.51313333
1276	46.51286213
1277	46.51236128
1278	46.51176346
1279	46.51145464
1280	46.51075287
1281	46.51029031
1282	46.50979572
1283	46.5095514
1284	46.50903732
1285	46.50793708
1286	46.50728239
1287	46.50585498
1288	46.50569961
1289	46.50468283
1290	46.50404128
1291	46.50337559
1292	46.50226666
1293	46.50201182
1294	46.5015394
1295	46.49997578
1296	46.49927018
1297	46.49848566
1298	46.4982688
1299	46.49750776
1300	46.49703184
1301	46.49658576
1302	46.49581807
1303	46.49514988
1304	46.49432465
1305	46.49366282
1306	46.49312091
1307	46.49273331
1308	46.49223563
1309	46.49119134
1310	46.49083931
1311	46.49019696
1312	46.489885
1313	46.48942128
1314	46.48839806
1315	46.48752608
1316	46.48719435
1317	46.48667773
1318	46.48621985
1319	46.48567744
1320	46.48538771
1321	46.48417116
1322	46.48368262
1323	46.48296618
1324	46.4824774
1325	46.48185404
1326	46.48116549
1327	46.48065643
1328	46.48027416
1329	46.47967377
1330	46.4791676
1331	46.47817658
1332	46.47749706
1333	46.47663629
1334	46.47628892
1335	46.47533535
1336	46.4751604
1337	46.47465437
1338	46.47430909
1339	46.47379229
1340	46.47343857
1341	46.47307052
1342	46.47234652
1343	46.47203558
1344	46.47177689
1345	46.47151191
1346	46.47117981
1347	46.47061628
1348	46.47017357
1349	46.46937348
1350	46.46931829
1351	46.46823006
1352	46.46762417
1353	46.46718524
1354	46.46672474
1355	46.46635267
1356	46.46610316
1357	46.4655153
1358	46.46522561
1359	46.46459095
1360	46.46372733
1361	46.46284889
1362	46.46238888
1363	46.46173489
1364	46.46115162
1365	46.46059081
1366	46.45979375
1367	46.45932507
1368	46.45896955
1369	46.45833766
1370	46.45799484
1371	46.45784404
1372	46.45708712
1373	46.45675969
1374	46.4560773
1375	46.45571748
1376	46.45553617
1377	46.45480207
1378	46.45463865
1379	46.45363126
1380	46.45306717
1381	46.45272456
1382	46.45225943
1383	46.4509559
1384	46.45047937
1385	46.44998744
1386	46.44981975
1387	46.44948336
1388	46.44898911
1389	46.44853656
1390	46.44825522
1391	46.44750751
1392	46.44654763
1393	46.44579417
1394	46.44525423
1395	46.44477661
1396	46.44362439
1397	46.4432994
1398	46.44307511
1399	46.44267136
1400	46.4422655
1401	46.44160211
1402	46.44118868
1403	46.4409214
1404	46.44020062
1405	46.43966179
1406	46.43940346
1407	46.43912578
1408	46.43834994
1409	46.43790329
1410	46.4369287
1411	46.43652239
1412	46.43622788
1413	46.43601553
1414	46.43572457
1415	46.43495174
1416	46.43463887
1417	46.43405308
1418	46.43380025
1419	46.43156556
1420	46.43141864
1421	46.43113342
1422	46.43061128
1423	46.43025838
1424	46.42995598
1425	46.42923727
1426	46.42905667
1427	46.42849552
1428	46.42797747
1429	46.42717869
1430	46.42629944
1431	46.42527993
1432	46.42508058
1433	46.42435996
1434	46.42348335
1435	46.42313657
1436	46.4224457
1437	46.42208516
1438	46.42169997
1439	46.42121545
1440	46.42055187
1441	46.41983681
1442	46.41950929
1443	46.4193874
1444	46.41910099
1445	46.41872625
1446	46.41864726
1447	46.41827149
1448	46.41775202
1449	46.41742868
1450	46.41716073
1451	46.41677113
1452	46.41607309
1453	46.41562443
1454	46.41531906
1455	46.41426957
1456	46.41402908
1457	46.41352773
1458	46.41299165
1459	46.4121891
1460	46.4119864
1461	46.41176073
1462	46.41132583
1463	46.410717
1464	46.41058825
1465	46.4102621
1466	46.40995684
1467	46.40943472
1468	46.40907567
1469	46.40837045
1470	46.40783539
1471	46.40747775
1472	46.40704566
1473	46.40631988
1474	46.40607002
1475	46.40569469
1476	46.40533603
1477	46.40500125
1478	46.40470916
1479	46.40391209
1480	46.40331368
1481	46.40300037
1482	46.40281379
1483	46.40241125
1484	46.40212287
1485	46.40172908
1486	46.40101279
1487	46.40039712
1488	46.40011142
1489	46.39961885
1490	46.39907573
1491	46.39828038
1492	46.39767382
1493	46.39700803
1494	46.39668805
1495	46.39648288
1496	46.39605358
1497	46.3951274
1498	46.39507455
1499	46.39485722
1500	46.39448916
1501	46.39410112
1502	46.39368525
1503	46.39340817
1504	46.39305474
1505	46.39282708
1506	46.39235447
1507	46.3920775
1508	46.39163271
1509	46.39100816
1510	46.39035789
1511	46.38973651
1512	46.38915632
1513	46.38880331
1514	46.38828648
1515	46.38793632
1516	46.38777953
1517	46.38713084
1518	46.38637302
1519	46.38585953
1520	46.38564185
1521	46.38543622
1522	46.3847402
1523	46.38393512
1524	46.38338083
1525	46.3831798
1526	46.38256126
1527	46.38246469
1528	46.38214007
1529	46.38146266
1530	46.38121521
1531	46.38043306
1532	46.38004131
1533	46.37981813
1534	46.37916371
1535	46.378742
1536	46.37844413
1537	46.377927
1538	46.3772089
1539	46.37684561
1540	46.37631139
1541	46.37598016
1542	46.37560778
1543	46.37528536
1544	46.37472177
1545	46.37434052
1546	46.374118
1547	46.37360996
1548	46.37294024
1549	46.37243516
1550	46.37234364
1551	46.37206828
1552	46.37174863
1553	46.37123703
1554	46.37093851
1555	46.37062571
1556	46.37029322
1557	46.36989138
1558	46.36965943
1559	46.36937019
1560	46.36857836
1561	46.36829413
1562	46.36781516
1563	46.36734637
1564	46.36714545
1565	46.36651199
1566	46.36589042
1567	46.36534619
1568	46.36516593
1569	46.36492329
1570	46.36462428
1571	46.36429145
1572	46.36395864
1573	46.36285367
1574	46.36131408
1575	46.36079569
1576	46.36028161
1577	46.35978941
1578	46.35952409
1579	46.3588109
1580	46.35865595
1581	46.35819545
1582	46.35788624
1583	46.35706284
1584	46.35676848
1585	46.35585938
1586	46.35542563
1587	46.35477228
1588	46.35434568
1589	46.3542063
1590	46.35365529
1591	46.35346114
1592	46.35313397
1593	46.3528838
1594	46.35273471
1595	46.3520667
1596	46.35172943
1597	46.35129534
1598	46.35093544
1599	46.35055253
1600	46.35046853
1601	46.34952998
1602	46.34928905
1603	46.34864396
1604	46.34848233
1605	46.34774941
1606	46.3474976
1607	46.34729725
1608	46.34714752
1609	46.34652453
1610	46.34636127
1611	46.34621073
1612	46.34610771
1613	46.3459212
1614	46.34567963
1615	46.34511377
1616	46.34483652
1617	46.34374007
1618	46.34332051
1619	46.3429448
1620	46.34258913
1621	46.34202938
1622	46.34172006
1623	46.34139745
1624	46.34072617
1625	46.34056038
1626	46.34019271
1627	46.3400681
1628	46.3396366
1629	46.3391995
1630	46.33860463
1631	46.33848257
1632	46.33818353
1633	46.33767348
1634	46.33738281
1635	46.33701019
1636	46.33606628
1637	46.33569813
1638	46.33529147
1639	46.33510032
1640	46.33482633
1641	46.33458634
1642	46.33445667
1643	46.33372737
1644	46.33289797
1645	46.33251488
1646	46.33092839
1647	46.3305821
1648	46.3301831
1649	46.32993561
1650	46.32973649
1651	46.32924598
1652	46.32901493
1653	46.32872422
1654	46.32861862
1655	46.32812832
1656	46.32771976
1657	46.32726352
1658	46.32701241
1659	46.32663379
1660	46.32645085
1661	46.32564347
1662	46.32539768
1663	46.32504469
1664	46.32436896
1665	46.32416068
